Player,Year,Matches,Wins,Losses,Win%,Ace%,DF%,1stIn,1st%,2nd%,SPW%,RPW%,TPW%,DomRatio
Soufiane El Mesbahi,2018,1,0,1,0.0,0.0,0.14634146341463414,0.5121951219512195,0.5714285714285714,0,0.4146341463414634,0.3404255319148936,0,0.5815602836879432
Yassir Kilani,2018,1,0,1,0.0,0.0,0.06666666666666667,0.6,0.48148148148148145,0,0.4444444444444444,0.30952380952380953,0,0.5571428571428572
David Souto,2018,1,0,1,0.0,0.030303030303030304,0.030303030303030304,0.5555555555555556,0.6,0,0.5252525252525253,0.3188405797101449,0,0.6716003700277521
Brandon Perez,2018,1,0,1,0.0,0.061855670103092786,0.061855670103092786,0.6185567010309279,0.6666666666666666,0,0.5876288659793815,0.3764705882352941,0,0.9129411764705883
Stefan Kozlov,2018,1,0,1,0.0,0.03508771929824561,0.08771929824561403,0.5087719298245614,0.6551724137931034,0,0.5087719298245614,0.28,0,0.5700000000000001
Pedro Martinez,2018,2,0,2,0.0,0.010416666666666666,0.0625,0.65625,0.6904761904761905,0,0.5625,0.3622448979591837,0,0.8279883381924199
Lucas Catarina,2018,1,0,1,0.0,0.018691588785046728,0.07476635514018691,0.5327102803738317,0.6842105263157895,0,0.5700934579439252,0.2638888888888889,0,0.6138285024154588
Tommy Robredo,2018,2,0,2,0.0,0.020942408376963352,0.031413612565445025,0.6335078534031413,0.7768595041322314,0,0.6858638743455497,0.2764976958525346,0,0.8801843317972351
Frederico Ferreira Silva,2018,1,0,1,0.0,0.03389830508474576,0.03389830508474576,0.576271186440678,0.5294117647058824,0,0.5254237288135594,0.410958904109589,0,0.8659491193737769
Daniel Gimeno Traver,2018,1,0,1,0.0,0.016666666666666666,0.15,0.6833333333333333,0.6097560975609756,0,0.43333333333333335,0.391304347826087,0,0.690537084398977
Marsel Ilhan,2018,1,0,1,0.0,0.05128205128205128,0.0,0.717948717948718,0.5357142857142857,0,0.48717948717948717,0.23404255319148937,0,0.45638297872340433
Filippo Baldi,2018,1,0,1,0.0,0.052083333333333336,0.03125,0.5625,0.6296296296296297,0,0.6354166666666666,0.3258426966292135,0,0.8937399678972713
Jordi Samper Montana,2018,1,0,1,0.0,0.029850746268656716,0.029850746268656716,0.582089552238806,0.6923076923076923,0,0.5074626865671642,0.2708333333333333,0,0.5498737373737373
Gregoire Barrere,2018,4,0,4,0.0,0.03225806451612903,0.03763440860215054,0.6317204301075269,0.5659574468085107,0,0.5295698924731183,0.35294117647058826,0,0.7502521008403361
Elliot Benchetrit,2018,1,0,1,0.0,0.009259259259259259,0.046296296296296294,0.5,0.5555555555555556,0,0.4722222222222222,0.35106382978723405,0,0.6651735722284434
Maxime Janvier,2018,1,0,1,0.0,0.01,0.01,0.48,0.7291666666666666,0,0.61,0.2604166666666667,0,0.6677350427350428
Max Purcell,2018,1,0,1,0.0,0.11320754716981132,0.018867924528301886,0.6981132075471698,0.5405405405405406,0,0.5094339622641509,0.3181818181818182,0,0.6486013986013985
Matteo Viola,2018,1,0,1,0.0,0.0,0.07407407407407407,0.6481481481481481,0.4857142857142857,0,0.4074074074074074,0.3673469387755102,0,0.6198979591836735
Daniel Brands,2018,1,0,1,0.0,0.13131313131313133,0.04040404040404041,0.7171717171717171,0.704225352112676,0,0.6868686868686869,0.2857142857142857,0,0.912442396313364
Benjamin Bonzi,2018,1,0,1,0.0,0.09482758620689655,0.04310344827586207,0.5948275862068966,0.7246376811594203,0,0.6379310344827587,0.3333333333333333,0,0.9206349206349207
Zdenek Kolar,2018,1,0,1,0.0,0.025974025974025976,0.03896103896103896,0.5584415584415584,0.6046511627906976,0,0.5584415584415584,0.3333333333333333,0,0.7549019607843136
Juan Ignacio Londero,2018,1,0,1,0.0,0.0196078431372549,0.049019607843137254,0.5882352941176471,0.5666666666666667,0,0.5392156862745098,0.4392523364485981,0,0.9532710280373831
Jc Aragone,2018,1,0,1,0.0,0.018518518518518517,0.0,0.7037037037037037,0.5526315789473685,0,0.5370370370370371,0.2807017543859649,0,0.6063157894736843
Nino Serdarusic,2018,1,0,1,0.0,0.056074766355140186,0.037383177570093455,0.5233644859813084,0.7857142857142857,0,0.5981308411214953,0.34146341463414637,0,0.8496880317640385
Emil Reinberg,2018,1,0,1,0.0,0.06779661016949153,0.01694915254237288,0.4067796610169492,0.5833333333333334,0,0.4406779661016949,0.2564102564102564,0,0.4584304584304583
Nicolas Almagro,2018,1,0,1,0.0,0.0990990990990991,0.018018018018018018,0.5675675675675675,0.8571428571428571,0,0.7207207207207207,0.21359223300970873,0,0.7647979956154086
Jurij Rodionov,2018,1,0,1,0.0,0.0641025641025641,0.02564102564102564,0.5256410256410257,0.5853658536585366,0,0.5384615384615384,0.4457831325301205,0,0.965863453815261
Thai Son Kwiatkowski,2018,1,0,1,0.0,0.1935483870967742,0.016129032258064516,0.7258064516129032,0.6888888888888889,0,0.6129032258064516,0.1896551724137931,0,0.48994252873563215
Brayden Schnur,2018,1,0,1,0.0,0.08433734939759036,0.07228915662650602,0.6144578313253012,0.7254901960784313,0,0.5783132530120482,0.37349397590361444,0,0.8857142857142856
Borna Gojo,2018,1,0,1,0.0,0.017543859649122806,0.07017543859649122,0.631578947368421,0.6111111111111112,0,0.5789473684210527,0.24074074074074073,0,0.5717592592592593
Collin Altamirano,2018,1,0,1,0.0,0.053763440860215055,0.03225806451612903,0.4838709677419355,0.7555555555555555,0,0.6236559139784946,0.297029702970297,0,0.7892503536067892
Jenson Brooksby,2018,1,0,1,0.0,0.0,0.0,0.6436781609195402,0.44642857142857145,0,0.45977011494252873,0.20689655172413793,0,0.3829787234042553
Nicolas Mejia,2018,1,0,1,0.0,0.061224489795918366,0.02040816326530612,0.6938775510204082,0.6176470588235294,0,0.5714285714285714,0.2641509433962264,0,0.6163522012578616
Scott Griekspoor,2018,1,0,1,0.0,0.044642857142857144,0.0625,0.5535714285714286,0.6935483870967742,0,0.5892857142857143,0.2653061224489796,0,0.6459627329192548
Mate Valkusz,2018,2,0,2,0.0,0.0,0.031746031746031744,0.6349206349206349,0.6166666666666667,0,0.5661375661375662,0.30288461538461536,0,0.6981121013133208
Tomislav Brkic,2018,1,0,1,0.0,0.06542056074766354,0.018691588785046728,0.6448598130841121,0.7391304347826086,0,0.5981308411214953,0.1794871794871795,0,0.4466308884913536
Darko Bojanovic,2018,1,0,1,0.0,0.08695652173913043,0.021739130434782608,0.5652173913043478,0.5384615384615384,0,0.5,0.24444444444444444,0,0.4888888888888889
N Sriram Balaji,2018,1,0,1,0.0,0.06779661016949153,0.06779661016949153,0.4745762711864407,0.6071428571428571,0,0.4406779661016949,0.3023255813953488,0,0.540521494009866
Sandro Ehrat,2018,1,0,1,0.0,0.032,0.0,0.576,0.7638888888888888,0,0.68,0.26229508196721313,0,0.8196721311475411
Lucas Miedler,2018,1,0,1,0.0,0.03125,0.0,0.703125,0.5777777777777777,0,0.53125,0.35714285714285715,0,0.761904761904762
Luca Vanni,2018,1,0,1,0.0,0.10606060606060606,0.015151515151515152,0.5757575757575758,0.7105263157894737,0,0.6060606060606061,0.21153846153846154,0,0.5369822485207101
Tatsuma Ito,2018,1,0,1,0.0,0.03333333333333333,0.05,0.5333333333333333,0.671875,0,0.6,0.42592592592592593,0,1.0648148148148147
Zhe Li,2018,1,0,1,0.0,0.034482758620689655,0.022988505747126436,0.8045977011494253,0.5857142857142857,0,0.5517241379310345,0.288135593220339,0,0.6427640156453716
Evgeny Karlovskiy,2018,1,0,1,0.0,0.12605042016806722,0.025210084033613446,0.6974789915966386,0.7228915662650602,0,0.6638655462184874,0.34615384615384615,0,1.0298076923076922
winner_name,2019,1,1,0,1.0,0,0,0,0,0,0,0,0,0
Kei Nishikori,2019,40,27,13,0.675,0.0343878954607978,0.029986244841815682,0.6341127922971114,0.6954446854663774,0,0.6363136176066024,0.40456812811761617,0,1.1124093386592546
Daniil Medvedev,2019,80,59,21,0.7375,0.11612044584927633,0.04275494925969057,0.597571119614041,0.7558463251670379,0,0.6714357012144402,0.40088175090536926,0,1.220101369464392
Jo-Wilfried Tsonga,2019,50,32,18,0.64,0.14150197628458497,0.030039525691699605,0.6060606060606061,0.8017391304347826,0,0.6903820816864296,0.34453125,0,1.1127626329787237
Jeremy Chardy,2019,54,28,26,0.5185185185185185,0.10743977829887018,0.046471967597527176,0.623747601790663,0.7450444292549556,0,0.6512470688552547,0.3444252376836647,0,0.9875909474169138
Alex De Minaur,2019,60,40,20,0.6666666666666666,0.05179282868525897,0.03032315183709606,0.6144311642319611,0.7406340057636888,0,0.6677733510402833,0.37785363772135694,0,1.1373369321952638
Milos Raonic,2019,33,22,11,0.6666666666666666,0.24651863003387278,0.04591644712081295,0.6281520511855476,0.8400239664469742,0,0.7421904403462551,0.336783988957902,0,1.3063285527899935
Yasutaka Uchiyama,2019,8,4,4,0.5,0.1166077738515901,0.028268551236749116,0.6166077738515902,0.7593123209169055,0,0.666077738515901,0.3380035026269702,0,1.0122221295601328
Grigor Dimitrov,2019,43,22,21,0.5116279069767442,0.08184408184408185,0.04636104636104636,0.6293706293706294,0.7473251028806585,0,0.6547526547526548,0.37402662647575985,0,1.0833584432279886
Jordan Thompson,2019,47,25,22,0.5319148936170213,0.07251136937847398,0.02223345123799899,0.667256189994947,0.7145020825444908,0,0.6452753916119253,0.36186070418915445,0,1.020117284316719
Andy Murray,2019,18,11,7,0.6111111111111112,0.10166240409207161,0.03132992327365729,0.5837595907928389,0.7524644030668127,0,0.6483375959079284,0.36998784933171325,0,1.0521109024632718
Miomir Kecmanovic,2019,43,22,21,0.5116279069767442,0.04787068697544296,0.030774013055641904,0.6101958346285359,0.7223637289862456,0,0.6537146409698477,0.3527760449157829,0,1.018743749097014
Nick Kyrgios,2019,37,23,14,0.6216216216216216,0.20734557595993322,0.03973288814691152,0.6634390651085141,0.7961751383995974,0,0.698831385642738,0.2990844354018311,0,0.9930796940448828
John Millman,2019,48,21,27,0.4375,0.056156620298815046,0.02215352910870685,0.6081916537867079,0.6975857687420585,0,0.6378155589902113,0.36572484816477424,0,1.0097751497693128
Denis Kudla,2019,33,11,22,0.3333333333333333,0.07412898443291327,0.04447739065974796,0.5741289844329133,0.6920593931568754,0,0.6045218680504078,0.35244395442851895,0,0.8911844320976047
Roberto Bautista Agut,2019,62,41,21,0.6612903225806451,0.05041675137223013,0.021752388696889613,0.6611099817035982,0.7257072570725708,0,0.6698515958528156,0.38754907459338195,0,1.173863237638452
Tomas Berdych,2019,22,13,9,0.5909090909090909,0.07961269499731038,0.03012372243141474,0.5841850457235073,0.7495395948434622,0,0.6481979558902636,0.3644758283541554,0,1.036025328609136
Novak Djokovic,2019,66,56,10,0.8484848484848485,0.0789741502137187,0.03297374313047018,0.6600854874821901,0.7607153869873574,0,0.6965194382251171,0.41998468606431855,0,1.3838932009617688
Marco Cecchinato,2019,35,10,25,0.2857142857142857,0.0610051993067591,0.03292894280762565,0.6405545927209705,0.6883116883116883,0,0.618370883882149,0.3442796610169492,0,0.9021315368155297
Nikoloz Basilashvili,2019,51,28,23,0.5490196078431373,0.060473269062226116,0.06463628396143734,0.5775635407537248,0.6938543247344461,0,0.614592462751972,0.3790067720090293,0,0.9833922157187095
Stan Wawrinka,2019,50,31,19,0.62,0.11113590716357956,0.020531131443874136,0.5929480026779737,0.7636432066240121,0,0.6784199955367105,0.3514950166112957,0,1.0930251002326272
Dusan Lajovic,2019,47,20,27,0.425531914893617,0.042744063324538256,0.02058047493403694,0.6881266490765171,0.6671779141104295,0,0.6160949868073878,0.36772046589018303,0,0.9578423132122292
Pierre Hugues Herbert,2019,45,21,24,0.4666666666666667,0.0807914262159934,0.039296510030228084,0.605111294311624,0.7193460490463215,0,0.6356141797197032,0.34282393957001744,0,0.940826784385591
Marton Fucsovics,2019,44,21,23,0.4772727272727273,0.0491313789359392,0.043973941368078175,0.5803474484256244,0.6987839101964453,0,0.6121064060803475,0.39203084832904883,0,1.0106659518853855
Andrey Rublev,2019,56,37,19,0.6607142857142857,0.08362696734789758,0.04181348367394879,0.5926708949964764,0.7431629013079667,0,0.6471693680996007,0.39593908629441626,0,1.1221788883857058
Nicolas Jarry,2019,40,19,21,0.475,0.10694864048338369,0.03202416918429003,0.6274924471299094,0.7221954742416947,0,0.6477341389728096,0.32808988764044944,0,0.9313700927014472
Guillermo Garcia Lopez,2019,16,6,10,0.375,0.05654281098546042,0.03715670436187399,0.6033925686591276,0.6880856760374833,0,0.622778675282714,0.3211805555555556,0,0.8514379609802522
Ricardas Berankis,2019,19,7,12,0.3684210526315789,0.043319097010372176,0.03721781574130567,0.5826723611958511,0.6722513089005235,0,0.6095179987797438,0.3541927409261577,0,0.9070654724655821
Guido Pella,2019,61,36,25,0.5901639344262295,0.05806077027288562,0.025159667118250434,0.6636346042190826,0.6879556722076408,0,0.6342171472808206,0.378866474543708,0,1.0357688222049413
Fernando Verdasco,2019,52,26,26,0.5,0.08938793483047115,0.04271246147071774,0.6398062527520916,0.7212663454920853,0,0.6395860854249229,0.36822222222222223,0,1.021664834046019
Maximilian Marterer,2019,15,5,10,0.3333333333333333,0.09444444444444444,0.025,0.649074074074074,0.7203994293865906,0,0.6527777777777778,0.31801125703564725,0,0.9158724202626641
Kevin Anderson,2019,15,11,4,0.7333333333333333,0.1782477341389728,0.030211480362537766,0.6321752265861027,0.7909199522102748,0,0.6948640483383686,0.35131195335276966,0,1.1513292728689777
Ivo Karlovic,2019,25,11,14,0.44,0.25867908552074514,0.04445385266723116,0.6621507197290432,0.8363171355498721,0,0.7379339542760373,0.253839590443686,0,0.9686092288012702
Gilles Simon,2019,52,27,25,0.5192307692307693,0.05045002368545713,0.033633349123638086,0.6158218853623875,0.6957692307692308,0,0.6215063950734249,0.39292952037829315,0,1.0381404474575429
Steve Darcis,2019,16,5,11,0.3125,0.049825174825174824,0.026223776223776224,0.6284965034965035,0.6898470097357441,0,0.6118881118881119,0.3225806451612903,0,0.8311537343795408
Jaume Munar,2019,38,17,21,0.4473684210526316,0.04988807163415414,0.025903421810041575,0.6251998720818676,0.6966751918158568,0,0.6152862168212344,0.38615433470943156,0,1.0037444760069762
Benoit Paire,2019,60,31,29,0.5166666666666667,0.1150197628458498,0.07905138339920949,0.5177865612648221,0.7744274809160305,0,0.6193675889328063,0.37455197132616486,0,0.9840254283023853
Malek Jaziri,2019,21,6,15,0.2857142857142857,0.03551609322974473,0.038845726970033294,0.5577136514983352,0.6796019900497512,0,0.5882352941176471,0.34921592279855246,0,0.8480958125107703
Ernests Gulbis,2019,21,6,15,0.2857142857142857,0.10592686002522068,0.06116015132408575,0.5535939470365699,0.734624145785877,0,0.6147540983606558,0.33081761006289306,0,0.858718051652616
Laslo Djere,2019,41,20,21,0.4878048780487805,0.06758373205741627,0.03738038277511962,0.6082535885167464,0.7020648967551623,0,0.6226076555023924,0.36120202320737876,0,0.9570994973102018
Simone Bolelli,2019,4,1,3,0.25,0.025362318840579712,0.014492753623188406,0.677536231884058,0.6310160427807486,0,0.5978260869565217,0.2749003984063745,0,0.6835361257672014
Ilya Ivashka,2019,17,6,11,0.35294117647058826,0.07318695941450433,0.06054557551563539,0.603459747172322,0.7078280044101434,0,0.6161011310711909,0.36271186440677966,0,0.9448109743559615
Jiri Vesely,2019,18,8,10,0.4444444444444444,0.09745042492917846,0.041359773371104816,0.656657223796034,0.7325280414150129,0,0.6543909348441926,0.33084004602991945,0,0.9572666905619801
Michael Mmoh,2019,3,1,2,0.3333333333333333,0.03942652329749104,0.04659498207885305,0.6451612903225806,0.6833333333333333,0,0.6093189964157706,0.4106583072100313,0,1.0511345661614562
Ramkumar Ramanathan,2019,7,2,5,0.2857142857142857,0.1073943661971831,0.05985915492957746,0.6443661971830986,0.7240437158469946,0,0.625,0.34179357021996615,0,0.9114495205865764
Evgeny Donskoy,2019,9,3,6,0.3333333333333333,0.07604562737642585,0.025348542458808618,0.6007604562737643,0.7278481012658228,0,0.6185044359949303,0.3245492371705964,0,0.8507287313209322
Tennys Sandgren,2019,30,13,17,0.43333333333333335,0.09970457902511078,0.03175775480059084,0.6056129985228951,0.7359756097560975,0,0.6366322008862629,0.3452780888391191,0,0.9502165290409904
Cameron Norrie,2019,45,20,25,0.4444444444444444,0.060121986639558526,0.04530932326459483,0.6555329654371188,0.6827647319450598,0,0.6131280859715365,0.35901249256395,0,0.9279879969201801
Jan Lennard Struff,2019,63,34,29,0.5396825396825397,0.14134979096157674,0.03424248457097352,0.5558431216404539,0.7919054441260746,0,0.6701174596854469,0.35900383141762454,0,1.0882777581235532
Philipp Kohlschreiber,2019,43,21,22,0.4883720930232558,0.0660200250312891,0.022841051314142678,0.6157697121401752,0.7123983739837398,0,0.6514392991239049,0.3579425113464448,0,1.0269158584050606
Taylor Fritz,2019,58,29,29,0.5,0.11825307950727884,0.031802911534154536,0.5867861142217246,0.7622137404580153,0,0.6595744680851063,0.3283616337769619,0,0.9645622992198255
Leonardo Mayer,2019,34,16,18,0.47058823529411764,0.08682926829268292,0.055609756097560976,0.5834146341463414,0.7491638795986622,0,0.6591869918699187,0.34511568123393316,0,1.0126247326281912
Fabio Fognini,2019,51,29,22,0.5686274509803921,0.04875761837787154,0.0450070323488045,0.6038443506797937,0.6906055900621118,0,0.6099390529770277,0.3870967741935484,0,0.9924007444168734
Joao Sousa,2019,55,25,30,0.45454545454545453,0.05970790378006873,0.022121993127147768,0.6213487972508591,0.7037677151745593,0,0.6247852233676976,0.34804567413263066,0,0.9275905316322429
David Ferrer,2019,13,8,5,0.6153846153846154,0.026106696935300794,0.04426787741203178,0.6345062429057888,0.6762075134168157,0,0.6220204313280363,0.4167517875383044,0,1.1025775520157541
Jose Rubin Statham,2019,2,1,1,0.5,0.05504587155963303,0.06422018348623854,0.6330275229357798,0.6956521739130435,0,0.5779816513761468,0.3490566037735849,0,0.827112387202625
Matteo Berrettini,2019,68,43,25,0.6323529411764706,0.11359404096834265,0.027188081936685288,0.6162011173184357,0.7802961619824721,0,0.6890130353817505,0.34576271186440677,0,1.1118238100071045
Ugo Humbert,2019,38,15,23,0.39473684210526316,0.0914826498422713,0.039116719242902206,0.5987381703470032,0.7397260273972602,0,0.6498422712933754,0.34428844926611357,0,0.983238183940162
Peter Gojowczyk,2019,31,10,21,0.3225806451612903,0.0794238683127572,0.051440329218107,0.5395061728395062,0.7086193745232647,0,0.5950617283950618,0.3486394557823129,0,0.8609693877551021
Andreas Seppi,2019,43,19,24,0.4418604651162791,0.07523338824821527,0.0356946732564525,0.5793520043931906,0.709478672985782,0,0.6208127402526085,0.362350984197394,0,0.955599047390955
Diego Schwartzman,2019,65,40,25,0.6153846153846154,0.025838796760509063,0.03663709988430389,0.6556112610875434,0.6741176470588235,0,0.6183956806787505,0.41875580315691735,0,1.0973560359635035
Stefanos Tsitsipas,2019,77,53,24,0.6883116883116883,0.08525921299188008,0.026858213616489695,0.6388194878201124,0.7631385969200685,0,0.6798875702685822,0.3559584689291802,0,1.1119795292792538
Yoshihito Nishioka,2019,38,19,19,0.5,0.025292443882390134,0.016440088523553588,0.6661397407524502,0.6288561936402468,0,0.5994309200126462,0.3934948979591837,0,0.9823396702801088
Guido Andreozzi,2019,20,6,14,0.3,0.03850855745721271,0.05378973105134474,0.6191931540342298,0.6752221125370188,0,0.5922982885085575,0.355800388852884,0,0.8726978053423062
Martin Klizan,2019,28,10,18,0.35714285714285715,0.0482420278004906,0.04987735077677841,0.5989370400654129,0.6723549488054608,0,0.5952575633687653,0.3598090277777778,0,0.8889827090347924
Reilly Opelka,2019,48,26,22,0.5416666666666666,0.24673755437409375,0.03673272112131464,0.6408893185113581,0.807315233785822,0,0.7126631222812954,0.27709054923305293,0,0.9643403639414408
Frances Tiafoe,2019,47,20,27,0.425531914893617,0.06968810916179337,0.026559454191033137,0.6566764132553606,0.7035250463821893,0,0.6371832358674464,0.34714147286821706,0,0.9567955706186453
Lucas Pouille,2019,42,21,21,0.5,0.08001056245048851,0.04066543438077634,0.5870081858991286,0.728744939271255,0,0.646686031159229,0.33952843273231625,0,0.9609821933910925
Pablo Carreno Busta,2019,48,29,19,0.6041666666666666,0.05547584887613582,0.021999043519846963,0.679818268770923,0.7129792472740063,0,0.6542324246771879,0.3739389768295481,0,1.0814749661833816
Rafael Nadal,2019,64,57,7,0.890625,0.06764128300240017,0.026183722452542003,0.6484835260746236,0.7637954239569313,0,0.7047785293475889,0.4249240121580547,0,1.4393397987585843
Filip Krajinovic,2019,48,31,17,0.6458333333333334,0.06279829188646069,0.017834714895754836,0.6593820648078372,0.7024761904761905,0,0.6402913840743532,0.3929526123936817,0,1.09241923878439
Marin Cilic,2019,41,22,19,0.5365853658536586,0.10708491076257437,0.05543537047052461,0.5805840995132504,0.7713088029809035,0,0.6487290427257977,0.3558798765085602,0,1.013120695403122
Alex Bolt,2019,7,3,4,0.42857142857142855,0.08595988538681948,0.025787965616045846,0.5630372492836676,0.7201017811704835,0,0.6275071633237822,0.36623748211731044,0,0.9832067789149334
Roger Federer,2019,61,51,10,0.8360655737704918,0.0977891156462585,0.020620748299319726,0.6468962585034014,0.781465658889254,0,0.7151360544217688,0.39184225787744054,0,1.375541776907075
Daniel Evans,2019,40,19,21,0.475,0.048528965726417954,0.03184713375796178,0.6311798604792236,0.7025468524747718,0,0.6357294510160753,0.37474659716188824,0,1.0287589765551588
Alexander Zverev,2019,66,42,24,0.6363636363636364,0.13334580138395363,0.07237703385075743,0.669908359827941,0.7493020658849805,0,0.6476528894707313,0.3888495575221239,0,1.103597974559871
Thomas Fabbiano,2019,28,10,18,0.35714285714285715,0.02395871728713601,0.0316992259491338,0.6667895318835237,0.6810392482034273,0,0.6273497972723922,0.34674115456238364,0,0.930473543350887
Dominic Thiem,2019,61,45,16,0.7377049180327869,0.0620545073375262,0.027044025157232705,0.6549266247379455,0.7314340588988476,0,0.669601677148847,0.3745158002038736,0,1.1335281516322826
Karen Khachanov,2019,58,29,29,0.5,0.08922008983258473,0.035524703960800326,0.6261739485504287,0.7293772416041735,0,0.6539403838301348,0.3582146979607541,0,1.035124242248834
Borna Coric,2019,47,26,21,0.5531914893617021,0.08761625061184533,0.028144884973078807,0.6294664708761625,0.7391135303265941,0,0.6615271659324523,0.3538719731479262,0,1.0454959380205542
David Goffin,2019,62,35,27,0.5645161290322581,0.08161939813812513,0.0409179476077073,0.5849751028361118,0.7235381199111769,0,0.6308724832214765,0.3970467596390484,0,1.0756357670221492
Hyeon Chung,2019,14,6,8,0.42857142857142855,0.06070549630844955,0.02789171452009844,0.6439704675963905,0.70828025477707,0,0.6390484003281378,0.3416149068322981,0,0.9464285714285714
Denis Shapovalov,2019,64,37,27,0.578125,0.1041796631316282,0.05739238927011853,0.6007485963817841,0.7649705780546902,0,0.6668746101060512,0.3525194592380172,0,1.0582185265141228
Gael Monfils,2019,55,37,18,0.6727272727272727,0.0813386524822695,0.047429078014184396,0.6533687943262412,0.7150610583446404,0,0.6425088652482269,0.3902161547212742,0,1.0915407874162362
Viktor Troicki,2019,8,4,4,0.5,0.09261939218523878,0.049204052098408106,0.6251808972503617,0.7152777777777778,0,0.6367583212735166,0.3353566009104704,0,0.9232327140602989
Stefano Travaglia,2019,11,4,7,0.36363636363636365,0.10633946830265849,0.03578732106339468,0.5153374233128835,0.7619047619047619,0,0.6411042944785276,0.35343035343035345,0,0.9847717540025231
Henri Laaksonen,2019,16,6,10,0.375,0.07353906762967827,0.03479973736047275,0.592908732764281,0.6954595791805094,0,0.6224556795797768,0.35917826375082834,0,0.951353905552194
Alexei Popyrin,2019,30,11,19,0.36666666666666664,0.09180204004533433,0.044578768417075934,0.6101246694370986,0.7331269349845201,0,0.6452587835285228,0.3244304791830322,0,0.9145553550558958
Marius Copil,2019,26,7,19,0.2692307692307692,0.12585616438356165,0.03767123287671233,0.5753424657534246,0.7425595238095238,0,0.636986301369863,0.3100358422939068,0,0.8540609995266112
Ryan Harrison,2019,10,3,7,0.3,0.13020134228187918,0.04429530201342282,0.5986577181208054,0.7623318385650224,0,0.6604026845637584,0.31608391608391606,0,0.9307609386660769
Mackenzie Mcdonald,2019,22,10,12,0.45454545454545453,0.05336297943301834,0.0311284046692607,0.6203446359088383,0.6765232974910395,0,0.613118399110617,0.3514450867052023,0,0.9084047571589928
Radu Albot,2019,56,30,26,0.5357142857142857,0.04201490851592501,0.0338829907386492,0.634967246442286,0.6688011383849164,0,0.6175739778631127,0.3714351425942962,0,0.9712601159273181
Pablo Cuevas,2019,43,20,23,0.46511627906976744,0.07136485280999108,0.040440083258994945,0.5902468034493012,0.7294710327455919,0,0.6419863217365448,0.35676625659050965,0,0.9965157150447542
Robin Haase,2019,33,15,18,0.45454545454545453,0.08600148920327624,0.04318689501116903,0.5673864482501861,0.739501312335958,0,0.6347728965003723,0.34939315924972414,0,0.956646305550213
Matthew Ebden,2019,20,5,15,0.25,0.08766626360338574,0.07134220072551391,0.6160822249093107,0.7222767419038273,0,0.6076178960096735,0.3574097135740971,0,0.9108715966896096
Juan Ignacio Londero,2019,43,22,21,0.5116279069767442,0.056251821626348,0.034392305450306034,0.6050714077528417,0.708092485549133,0,0.6450014573010784,0.3664363845710996,0,1.0322194051423996
Federico Delbonis,2019,34,14,20,0.4117647058823529,0.041305102395001736,0.05137105171815342,0.6192294342242277,0.672085201793722,0,0.607080874696286,0.37580263602568437,0,0.9564376275530007
Aljaz Bedene,2019,35,18,17,0.5142857142857142,0.11007338225483655,0.03702468312208139,0.5673782521681121,0.7372134038800705,0,0.633422281521014,0.3521373510861948,0,0.9606076238001929
Alessandro Giannessi,2019,3,1,2,0.3333333333333333,0.02976190476190476,0.02976190476190476,0.6904761904761905,0.6594827586206896,0,0.6011904761904762,0.3867924528301887,0,0.9698676429174881
Albert Ramos,2019,54,30,24,0.5555555555555556,0.040062434963579606,0.025494276795005204,0.6298126951092612,0.6860801321767864,0,0.6292924037460979,0.3765480895915678,0,1.0157549869403417
Lorenzo Sonego,2019,43,20,23,0.46511627906976744,0.0851581508515815,0.024939172749391728,0.6256082725060828,0.743801652892562,0,0.6596715328467153,0.3386370459321525,0,0.9950300330875044
Pedro Cachin,2019,2,1,1,0.5,0.04929577464788732,0.014084507042253521,0.5352112676056338,0.7894736842105263,0,0.6619718309859155,0.3358208955223881,0,0.9934701492537314
Roberto Carballes Baena,2019,39,19,20,0.48717948717948717,0.04040725421571747,0.04072542157174674,0.623608017817372,0.6693877551020408,0,0.6035634743875279,0.39325091881055796,0,0.9919643963255087
Marcos Baghdatis,2019,7,4,3,0.5714285714285714,0.07575757575757576,0.054924242424242424,0.5492424242424242,0.7827586206896552,0,0.6382575757575758,0.3752212389380531,0,1.0372608071167124
Antoine Hoang,2019,12,5,7,0.4166666666666667,0.03364969801553063,0.05349439171699741,0.6617773943054357,0.6453715775749674,0,0.5944779982743744,0.3689497716894977,0,0.9098144369960166
Marcel Granollers,2019,20,8,12,0.4,0.07132963988919667,0.029085872576177285,0.6475069252077562,0.7368983957219252,0,0.6613573407202216,0.35668380462724936,0,1.0532748750137997
Yannick Maden,2019,9,3,6,0.3333333333333333,0.03007518796992481,0.012531328320802004,0.6340852130325815,0.6284584980237155,0,0.5864661654135338,0.37397260273972605,0,0.9043337484433375
Daniel Brands,2019,2,1,1,0.5,0.1038961038961039,0.03896103896103896,0.6688311688311688,0.6699029126213593,0,0.6298701298701299,0.3584905660377358,0,0.9685534591194969
Mikhail Kukushkin,2019,47,22,25,0.46808510638297873,0.03483549903234725,0.014100082941664363,0.6585568150400885,0.6633081444164568,0,0.6195742327896047,0.36150770988006853,0,0.9502713565670116
Cristian Garin,2019,55,32,23,0.5818181818181818,0.056164383561643834,0.031735159817351595,0.6095890410958904,0.7086142322097378,0,0.6301369863013698,0.36963014013324147,0,0.9993703788787639
